颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
14,14,159,72,177,7,21,34,1,294,2
6,17,24,27,18,56,20,54,2,78,2
9,85,87,91,136,59,1,55,1,300,2
0,88,88,96,60,13,14,52,2,166,2
44,38,40,110,140,0,4,55,1,196,2
51,28,138,40,149,14,9,3,2,80,2
26,74,60,50,11,43,8,32,1,215,2
12,70,154,62,104,59,18,32,1,240,2
46,72,25,108,1,54,8,0,5,46,2
7,40,146,100,45,30,10,52,1,200,2
8,23,3,120,179,37,4,57,250,1,2
8,1,44,18,73,6,28,28,1,122,2
35,46,151,57,11,56,0,56,2,111,2
9,90,153,33,57,38,6,35,1,287,2
15,71,91,40,90,24,2,55,1,284,2
18,47,46,72,94,26,9,33,1,212,2
46,54,161,91,96,36,8,18,5,27,2
7,57,117,120,107,56,5,15,1,300,2
22,84,26,19,178,48,25,22,1,218,2
48,17,60,90,21,11,2,8,1,223,2
51,7,152,19,65,56,20,41,1,244,2
16,22,94,96,32,14,9,20,2,106,1
0,32,4,115,168,47,7,52,2,60,1
39,17,44,117,172,41,11,41,1,176,2
0,40,110,107,126,44,21,30,1,261,2
59,11,157,94,108,26,4,8,17,16,2
50,46,123,64,149,31,0,54,1,259,2
57,48,14,85,179,47,26,49,94,2,2
52,32,152,63,69,28,0,45,1,294,2
33,35,0,84,6,2,2,6,6,51,1
22,43,122,58,37,8,6,42,1,262,2
22,29,114,119,116,11,22,19,1,260,2
44,84,132,81,124,52,0,40,1,287,2
15,7,134,22,0,29,2,55,1,276,2
18,75,1,37,158,56,21,15,2,119,2
33,3,176,55,110,18,25,28,1,214,2
34,17,78,23,91,44,2,6,1,194,2
19,90,169,86,72,40,2,43,1,292,2
51,52,112,66,150,46,23,59,1,126,2
30,38,5,72,26,29,2,26,1,192,2
18,69,42,93,62,42,2,6,1,295,2
49,77,56,80,37,12,11,38,4,67,2
10,58,24,98,109,45,21,36,1,210,2
26,87,29,84,150,16,25,15,1,158,2
43,65,36,107,69,56,21,14,1,199,2
55,28,74,81,137,20,8,8,2,137,2
43,75,59,60,15,19,12,19,2,90,2
11,64,164,17,119,51,1,7,1,274,2
53,2,68,47,78,54,16,26,2,163,2
1,84,129,105,13,58,18,26,6,31,2
30,31,33,118,109,33,22,0,2,117,2
58,6,95,73,147,24,20,59,1,150,2
60,50,62,75,156,4,9,2,1,239,2
11,63,101,74,73,8,2,25,2,132,2
49,72,10,71,157,19,14,59,25,1,1
20,9,64,1,107,51,9,4,1,249,2
46,15,83,42,105,37,12,4,2,39,1
37,83,21,72,3,8,26,28,8,35,2
30,75,86,66,135,51,27,32,1,209,2
43,0,16,110,120,15,24,8,1,232,2
30,20,70,25,69,0,2,11,1,286,1
47,57,110,76,16,33,23,31,2,118,2
28,59,131,10,160,21,9,19,2,134,2
22,55,11,15,2,51,14,53,5,44,2
52,58,46,93,144,19,10,36,1,128,2
60,70,122,105,91,55,13,19,1,231,2
29,16,38,116,180,41,4,50,1,258,2
9,53,132,14,0,12,25,36,2,47,1
1,6,86,15,98,52,20,27,16,11,2
0,47,126,28,34,27,28,13,10,19,2
14,17,107,95,7,36,8,44,2,120,2
60,50,23,23,97,23,6,1,2,141,2
33,58,67,39,162,6,15,57,1,262,2
29,90,153,0,34,44,0,53,1,296,2
57,38,89,75,56,41,10,23,5,60,2
36,60,16,70,82,17,13,36,1,66,1
21,90,41,76,141,25,17,51,2,165,2
4,52,82,60,108,37,4,54,1,180,2
2,21,91,45,146,10,26,50,2,158,2
35,4,2,102,51,12,26,45,3,76,2
1,57,98,23,23,29,15,31,10,26,2
26,14,68,72,25,8,13,23,2,150,1
25,21,169,7,86,14,8,24,2,122,2
0,59,115,61,16,39,4,17,8,15,1
49,1,106,14,19,6,26,27,1,165,2
31,67,89,103,40,60,6,18,1,265,2
56,87,0,63,93,51,14,14,2,121,2
32,70,28,80,38,35,20,45,1,250,2
29,18,92,68,151,54,29,52,2,56,1
50,79,44,94,0,21,11,12,1,113,1
21,48,170,110,32,15,19,47,1,226,2
52,21,127,97,126,36,25,11,2,119,2
51,53,127,61,3,59,2,15,1,125,2
13,80,63,10,123,21,0,14,39,7,2
48,87,18,61,0,39,9,1,1,145,2
24,41,18,81,92,50,26,34,1,276,2
60,81,82,18,180,6,4,34,38,7,2
1,10,51,69,70,54,6,31,2,27,0
16,6,88,70,94,28,21,2,2,188,2
10,48,1,88,151,45,28,19,1,203,2
15,1,151,99,137,4,23,35,2,115,2
18,16,151,60,106,4,5,7,1,23,0
0,9,1,116,44,48,20,2,1,300,2
12,60,174,105,108,50,26,20,4,39,2
35,46,78,18,133,4,14,59,6,30,2
44,1,87,95,0,2,12,46,27,10,2
14,39,68,12,0,52,18,35,25,10,2
5,34,59,40,135,32,10,13,1,259,2
47,29,40,4,89,31,0,10,2,150,2
59,71,118,107,95,31,10,50,2,175,2
52,38,153,28,57,0,23,0,3,66,2
45,0,179,29,45,56,25,41,3,94,2
38,37,172,33,38,47,26,21,1,185,2
31,3,7,119,56,3,23,5,1,179,2
21,50,45,33,0,3,10,12,2,50,0
0,86,93,107,21,53,2,0,94,1,1
6,25,44,120,97,9,1,51,1,187,2
45,29,29,35,59,47,15,55,1,123,2
6,61,0,60,151,57,25,11,1,223,2
12,78,6,86,154,3,17,38,1,280,2
49,40,162,64,160,2,21,1,2,44,1
40,81,173,85,38,44,17,30,5,28,2
17,70,124,107,124,46,5,9,2,116,2
22,83,17,57,60,41,12,23,3,86,2
19,33,55,103,53,2,8,26,1,162,1
44,4,139,72,39,32,17,40,1,258,2
40,2,132,57,133,31,23,20,2,127,2
38,86,180,0,166,58,3,49,1,98,1
52,67,49,84,180,51,19,18,2,157,2
34,75,29,104,25,22,19,58,1,292,2
29,90,105,31,61,51,24,55,2,116,2
2,90,44,86,53,21,23,4,2,55,1
18,63,178,88,143,7,24,27,8,23,2
24,38,25,38,0,31,12,21,1,277,2
50,45,0,87,169,9,0,55,1,279,2
14,53,27,57,106,53,8,31,1,194,2
59,9,46,60,79,6,22,58,4,36,2
22,23,150,30,15,57,27,38,3,48,2
40,67,15,53,152,15,4,34,1,225,2
29,11,28,32,32,23,27,43,10,27,2
28,18,178,95,179,55,5,4,4,18,1
42,28,163,12,135,48,17,57,1,230,2
38,42,29,5,47,35,3,60,1,205,2
29,83,105,35,114,56,25,27,1,253,2
12,61,94,47,76,16,22,60,1,113,1
30,87,0,16,4,0,12,7,5,52,2
17,88,164,68,74,32,21,44,1,246,2
28,55,29,57,25,28,5,44,1,134,2
45,40,126,101,105,33,15,60,1,211,2
24,43,68,66,136,24,26,46,8,36,2
37,34,180,100,140,52,29,60,2,25,1
38,0,147,21,91,47,22,33,4,73,2
46,4,34,103,41,9,18,25,2,28,1
13,82,141,66,135,58,23,37,1,240,2
7,29,52,38,34,41,20,20,3,98,2
13,24,42,0,93,6,28,57,1,166,2
30,90,146,68,162,29,2,0,4,35,2
8,23,96,13,20,42,4,37,1,199,2
0,43,163,102,85,1,9,41,5,51,2
27,46,95,15,162,22,10,10,1,274,2
22,69,37,39,94,2,16,0,1,213,2
8,24,83,69,15,30,8,23,1,294,2
34,5,110,119,124,9,4,11,11,22,2
58,87,179,75,95,47,30,60,51,2,2
35,5,84,87,59,19,28,3,1,212,2
17,57,71,34,55,35,9,34,1,125,2
33,8,62,61,170,19,9,6,1,60,0
46,21,88,114,118,58,24,11,9,13,1
56,5,48,107,0,25,10,27,5,59,2
30,45,4,11,106,58,24,21,1,106,1
16,38,120,42,41,60,8,45,1,94,1
19,31,89,111,119,12,11,8,1,196,1
17,71,76,76,1,59,30,3,4,37,2
42,2,177,0,103,52,26,53,1,298,2
51,32,0,7,137,36,0,53,3,54,2
10,38,80,52,91,32,10,29,1,263,2
13,14,0,57,41,39,13,18,1,293,2
51,88,109,52,19,22,27,59,1,181,2
48,74,106,11,27,50,29,6,1,60,1
40,26,91,41,25,23,16,39,1,252,2
29,67,52,37,28,58,13,49,2,116,2
31,59,139,32,172,19,25,21,1,297,2
23,3,20,78,68,9,11,36,1,206,2
37,58,74,111,38,5,18,4,1,261,2
48,57,78,31,42,60,19,60,1,250,2
60,2,26,69,63,32,17,4,1,163,2
34,1,116,0,23,47,11,14,1,271,2
38,73,103,53,25,47,9,18,4,58,2
4,46,120,27,64,33,6,26,1,209,2
8,20,158,37,110,41,13,18,2,148,2
0,79,152,97,16,11,19,50,2,94,2
1,43,106,76,28,46,0,7,1,239,2
37,21,170,68,70,18,0,38,1,261,2
35,34,139,100,155,3,21,53,1,229,2
10,70,5,65,141,55,10,35,1,163,2
26,57,143,11,3,50,0,19,7,40,2
20,82,94,54,22,24,6,18,3,71,2
18,0,25,64,156,44,17,37,1,199,2
50,66,139,96,105,43,17,0,2,70,2
11,51,173,113,89,24,19,35,48,5,2
20,28,3,32,145,23,16,48,22,8,2
55,5,119,74,14,44,11,32,2,151,2
7,25,66,55,70,27,0,55,1,283,2
35,62,77,52,132,46,12,53,1,297,2
25,48,49,111,0,45,9,46,3,44,2
46,78,100,111,171,14,8,35,57,4,2
35,5,3,30,87,58,30,7,2,44,1
9,20,45,56,75,8,23,22,1,285,2
0,86,174,8,3,32,18,0,1,244,2
37,32,59,93,157,42,0,31,5,44,2
44,30,133,57,175,32,17,13,2,145,2
14,85,27,96,178,28,3,23,1,262,2
32,63,4,107,72,34,14,10,8,24,2
27,23,77,25,76,22,0,10,3,62,1
60,87,68,120,105,27,19,32,1,127,2
3,41,124,17,68,27,2,12,1,173,2
59,63,180,75,108,51,23,9,1,256,2
26,0,94,40,96,9,1,12,2,124,1
26,3,175,20,62,49,17,57,1,108,1
10,32,0,4,129,11,4,56,1,226,2
50,88,177,92,57,8,23,49,2,142,2
34,89,147,43,18,59,10,12,9,10,1
59,37,62,91,163,15,11,43,4,64,2
53,55,86,13,113,11,22,30,2,106,2
46,16,173,59,12,16,2,27,2,55,1
53,77,127,92,180,5,29,37,2,179,2
20,22,86,111,146,23,6,37,1,259,2
33,53,130,81,63,25,3,15,1,190,2
38,1,1,12,60,20,19,44,2,99,2
60,21,153,57,0,34,5,4,2,117,2
12,23,162,84,77,3,22,55,1,248,2
51,13,139,96,85,32,20,48,139,1,2
5,69,147,118,35,47,6,55,1,251,2
44,11,168,71,153,54,4,37,2,99,2
55,27,18,75,13,2,9,52,3,97,2
17,88,135,9,106,50,16,30,2,136,2
3,15,61,70,77,7,30,57,2,126,2
10,7,179,109,180,14,6,17,5,41,2
24,66,28,0,25,27,3,6,1,155,2
47,53,54,91,116,57,10,46,1,273,2
12,46,176,70,99,18,1,13,2,107,2
17,89,120,109,158,50,24,5,1,178,2
37,67,0,35,37,37,19,35,17,14,2
44,50,17,49,126,11,28,6,4,34,2
0,33,50,8,76,5,29,15,2,65,2
50,51,180,0,107,26,23,8,1,175,2
35,65,81,41,71,5,19,41,2,60,1
57,84,131,80,125,24,5,55,2,69,2
28,60,75,103,96,0,2,25,14,19,2
31,6,93,75,179,60,17,5,1,211,2
12,90,140,28,5,0,25,16,1,233,2
52,32,14,68,143,36,29,10,2,110,2
29,16,61,84,118,31,25,0,2,35,1
0,13,34,15,47,8,16,55,2,183,2
4,25,116,61,133,8,22,2,81,3,2
60,12,100,87,19,20,21,24,19,2,1
59,63,161,107,24,21,21,26,1,235,2
51,22,133,118,108,4,0,34,2,91,2
46,78,86,77,0,59,27,25,2,190,2
34,27,70,114,130,19,7,31,1,124,1
29,72,27,79,129,6,28,21,1,155,2
21,58,139,107,115,37,19,45,2,118,2
15,76,87,120,63,33,4,54,1,136,2
52,20,42,66,152,23,6,57,2,120,2
49,14,118,18,72,13,10,44,20,11,2
5,15,3,33,173,0,23,49,6,43,2
6,1,78,95,29,33,8,36,2,156,2
12,30,110,7,174,28,5,60,1,92,1
38,7,68,13,104,49,3,0,3,83,2
45,54,148,29,170,38,2,23,2,141,2
8,76,58,1,171,22,27,17,1,148,2
47,60,43,48,150,20,0,32,1,238,2
47,27,22,59,125,33,11,25,4,57,2
16,31,124,3,61,9,11,17,1,251,2
22,89,120,96,28,36,26,13,7,40,2
13,0,103,120,72,6,5,30,11,23,2
7,12,49,101,45,11,29,58,1,195,2
14,50,83,34,48,42,19,21,1,66,1
41,22,105,47,51,52,21,21,1,177,2
24,13,85,89,15,12,14,27,1,175,1
43,40,148,111,61,58,27,26,1,263,2
1,75,69,119,146,51,10,16,2,141,2
34,45,0,38,15,4,22,6,1,276,2
16,28,55,86,107,0,2,5,2,118,1
43,39,65,120,48,56,10,33,1,243,2
19,24,15,105,153,60,0,41,1,294,2
25,75,0,40,176,53,22,0,8,14,1
31,16,143,72,48,39,22,20,1,243,2
9,46,78,26,154,29,5,49,2,73,2
0,0,111,116,162,21,25,20,30,3,1
11,90,0,77,15,35,5,4,7,14,1
36,0,153,52,15,35,2,45,10,24,2
39,81,46,117,127,49,18,54,57,4,2
33,77,11,0,26,10,16,36,3,66,2
45,39,153,71,167,25,18,19,9,16,2
49,1,26,68,177,36,20,10,26,11,2
18,58,137,6,165,0,15,42,1,29,1
0,42,180,25,0,11,6,42,1,286,2
25,27,45,99,2,42,30,31,2,57,1
47,4,155,112,67,48,14,40,2,113,2
13,9,98,11,41,1,20,2,4,67,2
20,82,2,55,96,43,20,34,1,260,2
10,83,44,28,67,12,11,33,7,9,0
36,54,15,57,15,29,17,50,1,191,2
37,90,176,76,55,29,21,21,3,39,1
26,38,159,27,53,12,20,28,1,244,2
10,52,45,87,136,23,26,49,3,56,2
18,90,121,96,18,13,18,58,1,253,2
49,70,149,109,180,43,3,24,3,81,2
44,9,25,80,92,57,21,22,3,22,1
22,54,140,109,119,22,29,39,20,8,2
8,78,80,112,7,27,0,48,3,103,2
49,0,43,81,144,17,12,22,1,290,2
0,63,70,72,20,17,5,42,2,124,2
30,43,155,48,2,60,10,47,1,172,2
38,45,15,40,41,11,1,23,1,271,2
31,44,156,106,180,54,26,41,1,191,2
39,41,67,86,129,33,0,44,3,70,2
25,80,30,35,164,29,26,27,8,27,2
18,68,143,5,11,59,0,60,7,39,2
11,64,118,36,97,25,18,7,1,298,2
9,76,152,66,7,1,1,29,2,154,2
51,90,1,39,107,56,30,0,1,171,2
45,54,58,46,92,17,18,2,1,196,2
14,33,72,72,124,10,0,47,5,33,2
13,0,180,44,92,49,8,59,45,6,2
41,5,64,32,104,18,23,4,3,70,2
25,6,80,67,60,6,21,41,1,210,2
45,2,62,27,136,19,25,52,2,142,2
57,59,38,58,52,0,3,40,1,258,2
41,82,81,95,166,55,16,14,2,64,2
23,80,117,107,0,11,7,23,2,58,1
26,81,70,24,156,48,21,53,1,196,2
21,73,31,94,0,49,5,43,1,82,1
56,46,69,37,5,53,19,3,1,42,1
25,64,151,68,177,21,12,8,1,166,2
33,50,14,10,57,60,29,22,4,54,2
13,75,128,80,6,26,5,0,1,270,2
50,33,147,32,29,27,13,15,16,13,2
26,44,129,78,58,57,26,41,3,74,2
34,3,113,92,137,19,8,55,2,186,2
41,14,112,24,29,45,20,20,9,13,1
10,29,54,101,104,60,15,45,1,220,2
50,45,41,46,119,34,10,37,1,248,2
8,10,0,95,155,27,11,10,1,239,2
17,23,11,101,85,27,0,52,1,225,2
59,13,124,23,110,50,11,38,5,46,2
21,51,108,73,119,1,26,33,1,254,2
6,34,72,115,0,47,0,27,3,54,2
27,33,108,78,12,44,13,2,1,184,2
33,41,117,42,0,47,11,47,1,190,2
43,86,87,59,46,32,19,51,1,205,2
59,9,87,102,42,31,23,25,3,85,2
47,74,72,54,173,58,3,46,4,77,2
45,45,0,118,111,36,10,39,1,261,2
54,20,140,10,20,1,24,21,1,266,2
11,54,65,76,133,7,17,56,2,107,2
41,82,81,5,114,1,27,30,2,175,2
29,89,179,116,129,0,13,38,1,231,2
13,71,12,63,123,27,28,14,2,123,2
55,34,169,97,3,33,3,29,6,47,2
19,5,180,90,127,6,22,34,1,220,2
30,42,151,120,36,35,1,42,1,278,2
38,5,159,65,63,33,5,46,1,183,2
60,28,145,91,24,34,19,21,1,261,2
28,37,164,35,56,9,12,60,1,208,2
5,10,120,60,166,15,30,41,2,139,2
24,35,127,37,163,6,27,31,3,87,2
45,18,124,0,86,32,9,2,4,69,2
5,84,85,39,34,29,8,55,3,103,2
15,15,86,111,74,41,19,23,1,290,2
24,26,69,98,112,42,26,57,13,22,2
50,57,136,16,127,37,12,27,1,293,2
35,24,5,96,166,60,5,54,1,196,2
6,26,52,40,112,58,23,46,2,187,2
29,45,87,93,43,29,7,14,2,133,2
60,56,81,115,0,6,13,60,1,178,2
45,60,40,110,46,31,7,20,1,261,2
59,23,64,22,110,57,6,13,228,1,2
17,30,91,1,97,7,7,53,1,195,2
54,81,104,93,4,27,2,57,1,175,2
36,22,79,95,111,6,9,36,1,171,2
34,22,98,15,180,34,13,7,1,170,2
53,52,104,72,125,16,5,2,2,127,2
52,89,75,67,180,47,0,6,2,106,2
26,72,179,104,164,41,22,16,3,97,2
15,75,6,57,106,46,21,41,2,111,2
59,73,121,66,29,10,0,55,2,159,2
35,40,26,7,178,35,2,46,1,257,2
2,2,90,104,10,44,28,19,1,158,2
2,57,143,107,24,14,29,45,1,205,2
51,46,14,63,147,36,12,30,4,85,2
55,42,150,24,180,30,22,44,1,265,2
36,6,156,10,99,18,17,50,3,97,2
23,4,16,29,141,28,25,33,8,28,2
27,68,175,74,4,60,28,28,1,216,2
26,17,58,66,0,22,16,51,1,199,2
51,21,146,2,121,17,2,29,1,288,2
4,51,137,95,67,10,21,12,1,171,2
60,62,164,77,23,48,0,0,1,147,2
4,84,116,48,51,5,27,27,3,103,2
42,17,80,7,71,19,15,16,2,77,2
18,79,113,43,130,9,2,17,2,84,2
14,52,144,5,35,1,9,28,1,206,2
35,90,46,0,149,7,18,45,7,37,2
60,56,146,18,173,6,0,35,4,75,2
47,28,33,40,37,34,21,19,3,64,2
26,78,36,91,139,38,10,14,61,3,2
40,28,154,89,121,44,19,24,1,285,2
60,40,81,99,57,16,28,42,1,202,2
4,38,170,65,82,30,15,60,2,188,2
13,59,152,52,141,19,30,47,1,144,2
43,25,142,89,23,44,20,8,1,249,2
18,51,33,73,165,18,9,38,5,59,2
12,71,157,43,106,32,27,20,2,191,2
26,7,173,33,157,44,16,14,7,36,2
42,58,8,90,17,39,9,31,1,184,2
7,29,41,66,66,15,15,55,1,285,2
7,24,0,110,169,8,13,28,8,29,1
11,6,55,2,5,56,20,29,1,140,2
50,53,58,85,21,54,16,10,2,180,2
33,79,0,116,149,31,26,5,1,107,2
35,48,74,35,95,0,20,45,5,53,2
0,68,132,101,130,33,0,41,2,161,2
39,3,109,120,116,30,22,57,1,106,1
50,34,110,16,47,2,0,33,1,226,2
21,35,87,120,42,54,19,48,1,297,2
55,67,118,108,41,20,18,16,4,46,2
13,35,134,10,86,53,2,48,1,285,2
1,59,53,114,54,27,1,7,1,209,2
30,6,158,119,177,47,26,25,2,155,2
21,1,154,54,141,21,7,1,2,186,2
38,86,3,25,42,53,15,11,1,289,2
24,80,88,24,4,0,0,23,17,17,2
53,60,158,37,107,25,13,18,1,208,2
38,51,0,5,56,59,23,7,2,117,2
54,39,0,30,94,1,3,0,1,261,2
41,36,59,63,149,45,6,23,27,9,2
38,35,147,6,180,32,8,18,1,188,2
32,61,56,1,152,40,26,34,2,181,2
8,5,4,60,94,55,28,18,3,104,2
38,51,0,24,150,36,2,52,1,110,1
15,63,117,11,97,19,3,47,1,238,2
44,49,30,118,85,39,18,32,1,65,1
26,66,126,110,162,20,9,58,2,133,2
40,62,132,14,84,39,29,13,1,128,2
35,29,120,114,6,27,2,10,1,173,2
38,20,89,93,87,31,3,10,5,30,2
34,33,0,34,60,48,0,19,2,156,2
7,76,165,67,74,19,3,22,1,259,2
19,43,39,70,4,13,5,45,1,289,2
13,73,78,119,14,48,23,32,1,188,2
52,57,35,103,35,23,9,42,7,42,2
40,45,134,1,73,28,16,27,1,234,2
59,63,128,0,74,52,16,12,2,132,2
46,9,3,114,174,11,2,50,1,295,2
56,26,30,58,28,18,14,24,1,199,2
24,72,144,2,0,32,24,44,1,228,2
52,44,0,96,121,7,5,48,14,11,2
52,6,65,108,129,0,14,33,2,170,2
34,81,0,48,77,23,17,49,1,76,1
8,57,97,101,80,60,21,6,5,48,2
22,90,53,74,171,23,22,57,2,113,2
36,3,155,70,10,25,24,59,3,43,2
18,35,140,103,0,34,10,36,1,75,1
14,35,146,63,116,15,12,0,1,210,2
53,15,26,108,106,47,17,13,1,294,2
55,16,36,68,149,33,3,22,5,53,2
11,77,79,52,5,5,25,8,1,233,2
59,76,99,13,110,15,27,48,2,117,2
57,22,86,97,36,17,16,23,1,234,2
30,32,121,95,95,19,17,12,1,210,2
40,52,180,39,95,27,29,29,2,108,2
5,88,125,75,110,44,1,60,1,256,2
53,42,60,94,114,0,30,1,11,15,2
44,90,36,37,160,56,0,40,1,263,2
21,34,37,89,50,60,14,11,6,18,0
44,81,111,24,167,20,24,2,4,47,2
50,13,60,111,80,15,15,0,2,162,2
34,51,86,53,120,33,10,40,1,275,2
22,81,49,28,38,22,7,50,1,103,1
0,79,23,57,109,16,1,56,1,285,2
0,50,121,28,176,26,27,48,1,202,2
21,48,129,60,71,28,8,45,1,166,2
51,24,86,120,94,9,23,0,2,69,2
0,55,26,75,34,25,20,6,2,184,2
18,22,163,73,130,0,5,1,6,45,2
24,75,156,50,4,2,27,6,1,114,1
4,59,98,97,54,13,9,14,1,232,2
45,86,65,0,126,19,2,28,1,291,2
0,54,114,0,64,59,0,21,2,190,2
25,59,94,73,10,41,14,60,1,191,2
42,68,57,80,106,7,17,51,11,15,2
42,51,25,103,69,38,0,57,2,134,2
52,90,73,12,162,30,2,32,6,21,2
51,38,43,66,15,14,26,16,2,127,2
36,50,109,120,165,25,24,31,1,245,2
59,43,156,61,135,28,12,36,2,112,2
57,54,27,6,169,0,22,7,1,176,2
58,35,153,96,117,17,5,14,1,225,2
11,1,97,88,30,18,29,31,1,263,2
6,64,78,5,175,2,30,30,1,259,2
60,60,4,104,95,51,21,53,2,172,2
46,29,142,9,133,4,4,30,1,162,2
4,84,141,33,179,26,2,55,1,178,2
29,64,68,78,168,20,12,19,7,25,2
49,55,171,104,72,47,1,33,1,82,1
5,31,51,30,123,10,22,45,1,239,2
23,5,141,102,106,38,24,4,1,184,2
25,20,83,84,0,40,10,47,6,47,2
55,53,117,120,15,49,21,41,3,99,2
5,17,124,113,174,13,3,13,1,209,2
60,66,148,62,14,57,13,7,1,262,2
41,76,22,14,61,43,8,60,10,27,2
8,42,50,33,148,40,29,55,7,35,2
29,75,59,30,114,31,17,0,3,50,2
9,67,174,71,165,45,7,6,2,165,2
42,77,128,43,157,15,17,29,1,205,2
39,56,160,92,67,8,15,40,7,18,2
49,86,130,106,140,1,8,13,2,142,2
0,70,32,20,155,41,1,15,3,66,2
43,79,53,45,62,23,0,3,1,288,2
7,72,74,0,164,0,11,37,1,184,2
24,13,105,71,121,36,22,36,3,94,2
32,57,40,83,22,8,9,3,96,3,2
9,74,180,2,135,10,7,5,1,274,2
40,54,149,40,151,29,1,46,1,222,2
12,35,63,102,91,37,1,12,1,32,0
44,0,165,18,73,45,0,37,10,29,2
36,5,100,40,56,50,25,33,2,70,2
3,59,36,39,122,19,22,60,1,245,2
29,48,96,103,15,7,21,6,1,71,1
60,75,69,91,165,26,15,34,2,151,2
27,6,125,64,42,60,1,22,1,219,2
50,22,18,40,124,0,12,53,1,265,2
16,16,0,48,28,57,1,41,2,182,2
36,18,67,12,163,36,9,15,1,266,2
8,0,128,0,164,18,16,2,2,174,2
39,75,88,106,33,59,13,60,1,85,1
3,33,57,41,17,17,8,45,1,255,2
16,44,103,86,137,25,4,8,15,8,1
25,58,34,5,106,12,27,24,1,216,2
4,39,107,84,15,53,30,17,1,156,2
50,1,52,75,173,2,3,19,1,281,2
39,5,110,13,4,0,16,55,1,259,2
19,34,168,50,156,42,18,0,10,23,2
14,27,38,19,20,29,20,39,1,212,2
45,78,171,8,180,13,0,8,2,127,2
37,16,127,85,67,51,20,17,1,246,2
58,9,88,114,93,45,24,0,2,174,2
26,38,56,107,40,0,30,58,1,248,2
17,68,80,83,57,50,26,8,1,159,2
53,57,62,117,27,60,26,25,3,13,1
27,85,42,38,55,22,20,21,2,87,2
4,45,77,81,107,12,20,38,1,208,2
25,50,157,10,76,31,6,49,1,217,2
0,35,168,67,60,50,19,8,1,235,2
22,33,0,10,179,7,6,10,1,170,1
12,23,135,32,129,24,18,15,1,180,2
18,25,138,20,91,8,0,2,2,171,2
17,0,147,119,113,54,29,53,2,148,2
34,48,22,74,180,4,6,15,1,169,2
30,77,154,33,112,60,17,28,2,171,2
59,43,178,19,40,59,3,19,2,140,2
16,54,137,102,46,60,4,28,1,271,2
17,75,9,97,133,16,21,53,1,134,2
50,4,37,70,150,12,23,43,1,270,2
52,74,75,45,87,0,6,43,7,40,2
44,29,133,57,126,50,18,53,1,292,2
29,55,148,108,53,51,2,22,1,230,2
55,33,46,109,45,12,28,0,8,31,2
35,89,25,74,9,48,23,27,2,119,2
46,23,65,24,74,60,7,25,1,286,2
56,4,114,2,114,23,27,55,1,265,2
37,55,89,0,129,41,5,5,1,104,1
34,75,96,97,87,42,9,36,2,46,1
30,54,79,45,67,57,7,23,1,204,2
49,49,51,22,178,12,4,51,1,240,2
31,7,163,106,53,26,3,55,3,98,2
44,82,1,46,91,51,10,20,7,41,2
8,7,139,92,73,17,27,40,1,225,2
10,86,116,101,92,24,16,15,2,116,2
35,72,149,71,0,31,10,10,1,289,2
25,0,157,0,165,50,30,6,1,193,2
2,85,58,80,49,48,25,46,1,69,1
28,6,57,83,130,2,11,35,5,50,2
60,13,140,71,81,28,6,37,3,79,2
41,37,13,120,153,38,0,44,2,117,2
10,43,3,67,116,36,8,36,1,235,2
53,1,94,116,47,54,17,55,1,239,2
11,70,0,34,138,15,20,49,1,263,2
36,19,115,27,2,6,4,8,1,257,2
5,8,154,23,34,33,25,3,3,87,2
4,0,97,11,17,11,20,32,3,107,2
13,36,9,109,180,4,25,46,1,228,2
33,67,38,53,64,52,1,39,1,118,1
60,7,94,62,109,10,18,27,3,97,2
39,31,177,24,27,5,11,15,1,195,2
48,67,48,63,111,55,3,24,1,226,2
9,22,131,49,160,47,1,43,2,120,2
33,54,15,64,0,43,14,7,1,253,2
51,35,6,83,98,43,28,41,1,189,2
10,73,180,79,46,46,16,0,1,265,2
6,76,45,33,93,58,1,6,1,215,2
25,39,0,56,152,45,14,4,1,188,2
5,17,38,58,172,22,4,21,7,33,1
27,30,30,112,144,25,0,12,1,98,1
13,90,142,29,75,19,26,27,2,67,2
9,15,151,24,62,4,26,1,1,299,2
20,24,140,94,174,7,6,25,282,1,2
20,62,5,67,135,52,26,49,36,5,2
25,25,17,25,9,37,6,60,1,127,2
46,17,109,31,155,49,15,27,1,207,2
29,89,165,78,151,25,13,43,3,71,2
26,23,141,118,110,21,27,42,1,280,2
50,62,89,94,20,4,1,38,1,122,2
3,69,46,50,170,38,18,2,1,207,2
21,28,145,49,27,47,2,33,1,109,1
0,27,59,64,79,16,21,0,2,125,2
59,1,0,24,47,0,0,34,1,103,0
41,0,154,102,107,5,0,34,1,107,1
53,73,89,53,21,12,26,46,1,267,2
58,81,116,13,121,33,30,53,11,18,2
7,71,3,30,145,48,26,14,2,154,2
28,2,54,98,154,35,21,53,1,108,1
53,24,170,85,74,21,9,19,7,39,2
10,30,12,58,34,37,6,8,1,166,2
3,15,175,114,180,40,30,11,1,151,2
30,72,95,98,58,17,11,23,1,208,2
37,86,16,96,158,33,11,21,1,277,2
9,22,170,20,57,1,24,45,1,196,2
52,15,119,52,5,12,10,26,1,281,2
